,source,target,TS label,TS chiral?,
161,0010032010,0301001020,1001020300,yes,,,,,,,
162,0100100203,0100103020,0100100203,no,,,,,,,
163,0100100203,0103010200,0100200103,yes,,,,,,,
164,0100100203,0100203010,0100203010,yes,,,,,,,
165,0010213000,0001201003,0010213000,yes,,,,,,,
166,0010213000,0031200100,0031200100,yes,,,,,,,
167,0010213000,0030121000,1000030120,yes,,,,,,,
168,1002001030,0010300021,0020010301,yes,,,,,,,
169,1002001030,0003010021,2001031000,yes,,,,,,,
170,1002001030,0000013012,0013010002,yes,,,,,,,
171,0103201000,0000230101,0103201000,yes,,,,,,,
172,0103201000,0010010230,0010230010,yes,,,,,,,
173,0103201000,0010020103,0100010023,yes,,,,,,,
174,0011002030,0011000302,0011000302,yes,,,,,,,
175,0011002030,0010103020,1002030010,yes,,,,,,,
176,0011002030,0001003021,1003020001,yes,,,,,,,
177,0000013201,0001021003,0000013201,yes,,,,,,,
178,0000013201,0231001000,0013200001,yes,,,,,,,
179,0000013201,0000231100,0000231100,yes,,,,,,,
180,0001031020,0000203011,0001031020,yes,,,,,,,
181,0001031020,0002013010,1031020000,yes,,,,,,,
182,0001031020,0002010301,0002010301,yes,,,,,,,
183,0003012100,0000011032,0003012100,yes,,,,,,,
184,0003012100,0000121030,0121030000,yes,,,,,,,
185,0003012100,0000120103,0000120103,yes,,,,,,,
186,0010320100,0012301000,0010320100,yes,,,,,,,
187,0010320100,0100102300,0102300100,yes,,,,,,,
188,0010320100,0100231000,0100010320,yes,,,,,,,
189,0100201003,0103000201,0100201003,yes,,,,,,,
190,0100201003,0010203010,0010203010,yes,,,,,,,
191,0100201003,0013020100,0100013020,yes,,,,,,,
192,0001102003,0003000112,0001102003,yes,,,,,,,
193,0001102003,0020113000,0020113000,yes,,,,,,,
194,0001102003,0000023011,0000023011,yes,,,,,,,
195,0002013010,0000101023,0002013010,yes,,,,,,,
196,0002013010,0001031020,1031020000,yes,,,,,,,
197,0002013010,0001030102,0001030102,yes,,,,,,,
198,0000203101,0001010203,0000203101,yes,,,,,,,
199,0000203101,0130201000,0130201000,yes,,,,,,,
200,0000203101,0000131020,0000131020,yes,,,,,,,
