,id,chiral?,enantiomer,
397,0013201000,yes,0011003200,,,,,
398,0021000310,yes,0020311000,,,,,
399,0031021000,yes,0031001020,,,,,
400,0010021030,yes,0011030020,,,,,
401,0000031021,yes,0001020031,,,,,
402,0003200011,yes,0000013201,,,,,
403,0000002311,no,,,,,,
404,0013020100,yes,0010103020,,,,,
405,0001000123,yes,0000121003,,,,,
406,0001300120,yes,0000121300,,,,,
407,0000201130,yes,0001130200,,,,,
408,0001312000,yes,0002001310,,,,,
409,0000201031,yes,0001030201,,,,,
410,1002001300,yes,1001302000,,,,,
411,0001010230,yes,0000231010,,,,,
412,0201031000,yes,0201001030,,,,,
413,0000113200,yes,0003200110,,,,,
414,0000302101,yes,0002100301,,,,,
415,0103102000,yes,0102003100,,,,,
416,0103012000,yes,0102003010,,,,,
417,0032001001,yes,0031002001,,,,,
418,1001002030,no,,,,,,
419,0200301100,yes,0201100300,,,,,
420,0000231100,yes,0001100230,,,,,
421,0011203000,yes,0013001200,,,,,
422,0000011320,yes,0001320010,,,,,
423,0030102100,yes,0032100100,,,,,
424,0002010130,yes,0000132010,,,,,
425,0201001003,no,,,,,,
426,0003112000,yes,0002003110,,,,,
427,0103000210,yes,0100213000,,,,,
428,0011023000,yes,0013001020,,,,,
429,0031201000,yes,0031001200,,,,,
430,0001031200,yes,0001201030,,,,,
431,0002001130,yes,0001132000,,,,,
432,0000311200,yes,0001200310,,,,,
433,0010100023,yes,0010020103,,,,,
434,0302001001,yes,0301002001,,,,,
435,0002100130,yes,0000132100,,,,,
436,0100302100,yes,0102100300,,,,,
437,0010031020,yes,0011020030,,,,,
438,0103001200,yes,0101203000,,,,,
439,0200301001,yes,0201000301,,,,,
440,1001002003,no,,,,,,
441,0000230110,yes,0000110230,,,,,
442,0201013000,yes,0203001010,,,,,
443,0012000031,yes,0010032001,,,,,
444,0011003200,yes,0013201000,,,,,
445,0020101003,yes,0021000103,,,,,
446,0000021130,yes,0001130020,,,,,
447,0001000321,yes,0000321001,,,,,
448,1001003200,no,,,,,,
449,0010130020,yes,0010020130,,,,,
450,0010120030,yes,0010030120,,,,,
451,0000130102,yes,0000100132,,,,,
452,0000201301,yes,0001300201,,,,,
453,0112000300,yes,0110302000,,,,,
454,0131002000,yes,0132001000,,,,,
455,0000001213,no,,,,,,
456,0010010302,no,,,,,,
457,0001200031,yes,0000031201,,,,,
458,0010312000,yes,0012000310,,,,,
459,0012003010,yes,0013012000,,,,,
460,0000132001,yes,0002000131,,,,,
461,0000030211,yes,0000210031,,,,,
462,0000032110,yes,0002110030,,,,,
463,0100300120,yes,0100120300,,,,,
464,0103100200,yes,0100203100,,,,,
465,0010010320,no,,,,,,
466,0012003001,yes,0013002001,,,,,
467,0001301020,yes,0001021300,,,,,
468,0010300102,yes,0010100302,,,,,
469,0000201103,yes,0001100203,,,,,
470,0001300201,yes,0000201301,,,,,
471,0003201001,yes,0001003201,,,,,
472,0031000102,yes,0030101002,,,,,
473,0003002101,yes,0002103001,,,,,
474,0101302000,yes,0102001300,,,,,
475,0001100302,yes,0000301102,,,,,
476,0001001230,yes,0001231000,,,,,
477,0121003000,yes,0123001000,,,,,
478,0002110300,yes,0000302110,,,,,
479,0002001031,yes,0001032001,,,,,
480,0020300110,yes,0020110300,,,,,
481,0000320011,yes,0000010321,,,,,
482,0010210300,yes,0010300210,,,,,
483,1001003002,no,,,,,,
484,0000021103,yes,0001100023,,,,,
485,0010300120,yes,0010120300,,,,,
486,0102003001,yes,0103002001,,,,,
487,0000020113,yes,0000110023,,,,,
488,0213001000,yes,0211003000,,,,,
489,0000310021,yes,0000020311,,,,,
490,0000011230,yes,0001230010,,,,,
491,0100302001,yes,0102000301,,,,,
492,0010102003,yes,0012000103,,,,,
493,0102001003,yes,0101002003,,,,,
494,0000110023,yes,0000020113,,,,,
495,0101300200,yes,0100201300,,,,,
496,0002300110,yes,0000112300,,,,,
497,0321001000,no,,,,,,
498,0003100021,yes,0000023101,,,,,
499,0002000113,yes,0000112003,,,,,
500,0003200101,yes,0000103201,,,,,
501,0001203010,yes,0003011200,,,,,
502,0000010123,yes,0000120013,,,,,
503,0002301001,yes,0001002301,,,,,
504,0000211030,yes,0001030210,,,,,
505,0021003100,yes,0023101000,,,,,
506,0013000021,yes,0010023001,,,,,
507,0000011023,yes,0001020013,,,,,
508,0003100210,yes,0000213100,,,,,
509,0020131000,yes,0021000130,,,,,
510,0020110030,yes,0020030110,,,,,
511,0000210031,yes,0000030211,,,,,
512,0301002100,yes,0302101000,,,,,
513,0002100031,yes,0000032101,,,,,
514,0000100213,yes,0000210103,,,,,
515,0101000302,yes,0100301002,,,,,
516,0010123000,yes,0013000120,,,,,
517,0031200100,yes,0030101200,,,,,
518,0001023010,yes,0003011020,,,,,
519,0010100230,yes,0010230100,,,,,
520,0301021000,yes,0301001020,,,,,
521,0010200031,yes,0010030201,,,,,
522,0001010023,yes,0000021013,,,,,
523,0003110200,yes,0000203110,,,,,
524,0020301001,yes,0021000301,,,,,
525,0031001200,yes,0031201000,,,,,
526,0203011000,yes,0201003010,,,,,
527,0000131002,yes,0001000132,,,,,
528,0021031000,yes,0021001030,,,,,
529,0021010300,yes,0020301010,,,,,
530,0001010203,yes,0000201013,,,,,
531,0100102030,no,,,,,,
532,0011032000,yes,0012001030,,,,,
533,0003020011,yes,0000013021,,,,,
534,0000231001,yes,0001000231,,,,,
535,0211000300,yes,0210301000,,,,,
